Time(s),CH1(V)
-2.3574E-06,2.226665E-01
-2.3572E-06,1.894599E-01
-2.3570E-06,1.220405E-01
-2.3568E-06,1.688630E-02
-2.3566E-06,-1.078899E-01
-2.3564E-06,-2.261255E-01
-2.3562E-06,-3.116576E-01
-2.3560E-06,-3.514049E-01
-2.3558E-06,-3.468767E-01
-2.3556E-06,-3.096451E-01
-2.3554E-06,-2.507789E-01
-2.3552E-06,-1.798375E-01
-2.3550E-06,-9.983987E-02
-2.3548E-06,-1.279837E-02
-2.3546E-06,7.625564E-02
-2.3544E-06,1.572596E-01
-2.3542E-06,2.171320E-01
-2.3540E-06,2.427917E-01
-2.3538E-06,2.297103E-01
-2.3536E-06,1.824161E-01
-2.3534E-06,1.154998E-01
-2.3532E-06,4.606784E-02
-2.3530E-06,-9.276460E-03
-2.3528E-06,-4.248304E-02
-2.3526E-06,-5.304877E-02
-2.3524E-06,-4.701121E-02
-2.3522E-06,-3.342670E-02
-2.3520E-06,-2.135158E-02
-2.3518E-06,-1.682341E-02
-2.3516E-06,-2.437036E-02
-2.3514E-06,-4.399243E-02
-2.3512E-06,-7.317397E-02
-2.3510E-06,-1.088962E-01
-2.3508E-06,-1.446184E-01
-2.3506E-06,-1.768188E-01
-2.3504E-06,-2.044909E-01
-2.3502E-06,-2.276349E-01
-2.3500E-06,-2.487663E-01
-2.3498E-06,-2.653697E-01
-2.3496E-06,-2.719103E-01
-2.3494E-06,-2.603383E-01
-2.3492E-06,-2.231067E-01
-2.3490E-06,-1.566936E-01
-2.3488E-06,-6.562702E-02
-2.3486E-06,4.053341E-02
-2.3484E-06,1.456876E-01
-2.3482E-06,2.337353E-01
-2.3480E-06,2.880734E-01
-2.3478E-06,2.971297E-01
-2.3476E-06,2.593950E-01
-2.3474E-06,1.844286E-01
-2.3472E-06,9.587771E-02
-2.3470E-06,2.594264E-02
-2.3468E-06,3.804921E-03
-2.3466E-06,4.405532E-02
-2.3464E-06,1.396500E-01
-2.3462E-06,2.629169E-01
-2.3460E-06,3.761211E-01
-2.3458E-06,4.465593E-01
-2.3456E-06,4.566219E-01
-2.3454E-06,4.083215E-01
